Focus area: 24-Respiratory Diseases - 03-18-2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
       Objective                                        ,1998 data,1998 raw value,1998 se,1999  data,1999  raw value,1999  se,2000  data,2000  raw value,2000  se,2001  data,2001  raw value,2001  se,2002  data,2002  raw value,2002  se,2003  data,2003  raw value,2003  se,2004  data,2004  raw value,2004  se,2005  data,2005  raw value,2005  se,2006  data,2006  raw value,2006  se,2007 data,2007 raw value,2007 se,2008 data,2008 raw value,2008 se
                                                        ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"24-1a Deaths from asthma - Children (per million population, aged under 5 years)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
                 White,---,.,.,60.2,60.2,8.7,68.5,68.5,9.2,64.9,64.9,8.9,48.4,48.4,7.7,43.9,43.9,7.2,46.9,46.9,7.4,44.8,44.8,7.2,54.0,54.0,7.8,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,86.7,86.7,DSU,154.4,109.2,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,72.1,72.1,8.7,76.9,76.9,8.9,69.5,69.5,8.4,56.5,56.5,7.6,53.6,53.6,7.3,55.8,55.8,7.4,51.8,51.8,7.0,56.4,56.4,7.3,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,129.9,129.9,29.0,DSU,117.1,27.6,DSU,89.2,23.9,DSU,88.6,23.7,DSU,94.4,24.4,DSU,104.5,25.4,DSU,90.1,23.3,DSU,77.0,21.3,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,60.5,60.5,8.7,68.9,68.9,9.3,65.4,65.4,9.0,48.8,48.8,7.7,44.3,44.3,7.3,47.4,47.4,7.5,44.2,44.2,7.2,52.4,52.4,7.7,---,.,.,---,.,.
                 Female,---,.,.,81.4,81.4,11.9,86.2,86.2,12.2,84.9,84.9,12.0,65.6,65.6,10.5,58.0,58.0,9.8,75.3,75.3,11.1,70.9,70.9,10.7,64.6,64.6,10.1,---,.,.,---,.,.
                 Male,---,.,.,57.3,57.3,12.2,61.7,61.7,12.6,DSU,45.3,10.7,DSU,42.1,10.2,DSU,46.1,10.6,DSU,26.1,7.9,DSU,25.4,7.7,47.4,47.4,10.4,---,.,.,---,.,.
              STATE:North Dakota,---,.,.,DSU,127.2,36.7,DSU,105.8,33.5,DSU,31.8,18.4,DSU,127.6,36.8,DSU,95.9,32.0,DSU,75.1,28.4,DSU,74.7,28.3,DSU,64.6,26.4,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,849.6,849.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,4784.7,4773.2,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 White,---,.,.,DSU,118.1,35.6,DSU,107.7,34.0,DSU,32.4,18.7,DSU,119.1,35.9,DSU,97.7,32.6,DSU,76.6,28.9,DSU,76.3,28.8,DSU,66.0,27.0,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,DSU,127.3,36.8,DSU,95.5,31.8,DSU,31.9,18.4,DSU,128.0,36.9,DSU,85.5,30.2,DSU,75.4,28.5,DSU,75.0,28.4,DSU,64.9,26.5,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,118.3,35.7,DSU,97.1,32.4,DSU,32.5,18.7,DSU,119.5,36.0,DSU,87.2,30.8,DSU,76.8,29.0,DSU,76.6,28.9,DSU,66.3,27.1,---,.,.,---,.,.
                 Female,---,.,.,DSU,164.9,55.0,DSU,91.6,41.0,DSU,18.3,18.3,DSU,128.8,48.7,DSU,129.1,48.8,DSU,73.5,36.8,DSU,128.0,48.4,DSU,74.8,37.4,---,.,.,---,.,.
                 Male,---,.,.,DSU,75.4,43.5,DSU,125.4,56.1,DSU,50.2,35.5,DSU,125.8,56.3,DSU,50.5,35.7,DSU,77.4,44.7,DSU,0.0,0.0,DSU,50.8,35.9,---,.,.,---,.,.
              STATE:Ohio,---,.,.,56.5,56.5,6.1,61.7,61.7,6.4,54.9,54.9,6.0,57.5,57.5,6.2,56.7,56.7,6.1,45.9,45.9,5.5,52.3,52.3,5.8,47.7,47.7,5.6,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,154.0,154.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,88.5,26.7,DSU,64.1,22.7,DSU,87.8,26.5,DSU,95.4,27.5,DSU,102.2,28.3,DSU,77.5,24.5,DSU,69.0,23.0,DSU,53.6,20.3,---,.,.,---,.,.
                 White,---,.,.,53.2,53.2,6.2,61.9,61.9,6.7,52.3,52.3,6.2,54.5,54.5,6.3,53.0,53.0,6.2,43.4,43.4,5.6,51.2,51.2,6.1,47.6,47.6,5.9,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,179.6,127.0,DSU,255.5,147.5,DSU,0.0,0.0,DSU,0.0,0.0,DSU,74.8,74.8,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,56.8,56.8,6.2,62.1,62.1,6.4,55.3,55.3,6.1,55.9,55.9,6.1,55.1,55.1,6.1,46.3,46.3,5.5,52.8,52.8,5.9,47.4,47.4,5.6,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,88.9,26.8,DSU,64.4,22.8,DSU,88.3,26.6,DSU,96.0,27.7,DSU,102.8,28.5,DSU,77.9,24.6,DSU,69.4,23.1,DSU,53.9,20.4,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,53.5,53.5,6.3,62.3,62.3,6.8,52.7,52.7,6.2,52.7,52.7,6.2,51.2,51.2,6.1,43.7,43.7,5.6,51.7,51.7,6.1,47.3,47.3,5.9,---,.,.,---,.,.
                 Female,---,.,.,75.6,75.6,9.2,82.3,82.3,9.6,75.6,75.6,9.2,57.9,57.9,8.0,73.4,73.4,9.0,58.7,58.7,8.1,71.9,71.9,8.9,61.0,61.0,8.2,---,.,.,---,.,.
                 Male,---,.,.,DSU,28.0,6.8,DSU,31.2,7.2,DSU,24.5,6.3,56.9,56.9,9.6,32.4,32.4,7.2,DSU,27.3,6.6,DSU,24.0,6.2,DSU,28.6,6.7,---,.,.,---,.,.
              STATE:Oklahoma,---,.,.,79.3,79.3,13.2,76.8,76.8,13.0,58.8,58.8,11.3,50.0,50.0,10.4,58.6,58.6,11.3,DSU,38.8,9.1,68.2,68.2,12.1,42.2,42.2,9.4,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,47.3,47.3,DSU,0.0,0.0,DSU,45.3,45.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,74.0,52.4,DSU,37.8,37.8,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,291.5,291.4,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,199.2,99.6,DSU,148.7,85.8,DSU,98.1,69.4,DSU,146.5,84.6,DSU,96.8,68.4,DSU,0.0,0.0,DSU,143.2,82.7,DSU,93.7,66.3,---,.,.,---,.,.
                 White,---,.,.,75.5,75.5,13.6,77.7,77.7,13.7,58.0,58.0,11.8,48.3,48.3,10.8,58.1,58.1,11.9,DSU,43.3,10.2,64.7,64.7,12.5,DSU,40.3,9.8,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,171.9,171.9,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,123.1,123.1,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,80.1,80.1,13.4,77.7,77.7,13.1,57.4,57.4,11.3,48.4,48.4,10.3,57.2,57.2,11.2,DSU,39.3,9.3,69.3,69.3,12.3,DSU,40.8,9.4,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,200.1,100.1,DSU,149.7,86.4,DSU,98.9,69.9,DSU,147.7,85.3,DSU,48.8,48.8,DSU,0.0,0.0,DSU,144.5,83.4,DSU,94.8,67.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,76.3,76.3,13.7,78.6,78.6,13.9,56.4,56.4,11.8,DSU,46.6,10.7,59.0,59.0,12.0,DSU,44.0,10.4,65.8,65.8,12.7,DSU,38.6,9.7,---,.,.,---,.,.
                 Female,---,.,.,78.5,78.5,17.1,89.6,89.6,18.3,81.9,81.9,17.5,DSU,63.3,15.3,DSU,63.5,15.4,DSU,44.8,12.9,85.4,85.4,17.8,DSU,51.0,13.6,---,.,.,---,.,.
                 Male,---,.,.,DSU,80.5,20.8,DSU,58.5,17.6,DSU,26.3,11.8,DSU,31.3,12.8,DSU,51.7,16.4,DSU,30.5,12.5,DSU,45.1,15.0,DSU,30.2,12.3,---,.,.,---,.,.
              STATE:Oregon,---,.,.,110.0,110.0,15.9,95.9,95.9,14.8,106.4,106.4,15.5,119.4,119.4,16.4,68.3,68.3,12.3,69.6,69.6,12.3,48.9,48.9,10.2,98.3,98.3,14.3,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,367.4,367.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,279.4,279.4,DSU,254.4,254.4,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,142.1,142.1,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,103.3,103.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 White,---,.,.,111.0,111.0,16.2,96.7,96.7,15.1,110.1,110.1,16.1,123.7,123.7,17.0,68.8,68.8,12.6,72.4,72.4,12.8,48.8,48.8,10.4,100.4,100.4,14.8,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,139.1,139.1,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,111.4,111.4,16.1,97.2,97.2,15.0,108.0,108.0,15.8,119.1,119.1,16.5,69.6,69.6,12.5,70.9,70.9,12.5,50.0,50.0,10.4,100.5,100.5,14.7,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,112.5,112.5,16.4,98.0,98.0,15.3,111.7,111.7,16.3,123.4,123.4,17.1,69.9,69.9,12.8,73.8,73.8,13.0,49.8,49.8,10.6,102.6,102.6,15.1,---,.,.,---,.,.
                 Female,---,.,.,135.4,135.4,23.2,111.2,111.2,21.0,154.1,154.1,24.7,157.6,157.6,24.9,88.9,88.9,18.5,DSU,68.8,16.2,DSU,52.6,14.0,111.3,111.3,20.3,---,.,.,---,.,.
                 Male,---,.,.,DSU,75.5,20.2,DSU,75.1,20.1,DSU,42.4,15.0,DSU,68.4,19.0,DSU,41.0,14.5,DSU,70.7,18.9,DSU,44.2,14.7,DSU,81.5,19.8,---,.,.,---,.,.
              STATE:Pennsylvania,---,.,.,50.0,50.0,5.1,54.2,54.2,5.3,40.2,40.2,4.6,44.0,44.0,4.8,46.3,46.3,4.9,37.4,37.4,4.4,42.3,42.3,4.7,36.1,36.1,4.4,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,89.5,89.5,DSU,164.5,116.3,DSU,0.0,0.0,DSU,65.5,65.5,DSU,61.1,61.1,DSU,0.0,0.0,DSU,54.6,54.6,DSU,100.9,71.3,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,40.1,17.9,DSU,95.9,27.7,DSU,63.6,22.5,DSU,95.1,27.4,DSU,78.5,24.8,DSU,55.2,20.9,DSU,39.1,17.5,DSU,38.9,17.4,---,.,.,---,.,.
                 White,---,.,.,50.5,50.5,5.3,50.6,50.6,5.3,38.9,38.9,4.7,40.2,40.2,4.8,43.9,43.9,5.0,36.6,36.6,4.6,42.4,42.4,4.9,35.2,35.2,4.5,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,207.6,119.9,DSU,193.0,111.4,DSU,122.1,86.3,DSU,0.0,0.0,DSU,216.9,108.5,DSU,49.1,49.1,DSU,45.5,45.5,DSU,84.4,59.7,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,48.8,48.8,5.1,53.1,53.1,5.3,39.5,39.5,4.6,44.4,44.4,4.8,44.6,44.6,4.9,37.3,37.3,4.5,42.2,42.2,4.8,35.5,35.5,4.4,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,40.5,18.1,DSU,97.0,28.0,DSU,64.4,22.8,DSU,96.2,27.8,DSU,79.6,25.2,DSU,56.1,21.2,DSU,39.7,17.8,DSU,39.5,17.7,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,49.1,49.1,5.3,49.3,49.3,5.3,38.1,38.1,4.7,40.6,40.6,4.8,42.0,42.0,4.9,36.4,36.4,4.6,42.3,42.3,5.0,34.4,34.4,4.5,---,.,.,---,.,.
                 Female,---,.,.,65.8,65.8,7.5,66.9,66.9,7.6,56.7,56.7,7.0,56.1,56.1,7.0,52.9,52.9,6.8,47.8,47.8,6.5,54.2,54.2,6.9,46.5,46.5,6.4,---,.,.,---,.,.
                 Male,---,.,.,26.1,26.1,5.8,35.2,35.2,6.8,DSU,15.6,4.5,26.0,26.0,5.8,36.5,36.5,6.9,DSU,22.2,5.4,DSU,24.8,5.7,DSU,20.9,5.2,---,.,.,---,.,.
              STATE:Rhode Island,---,.,.,DSU,58.9,19.6,DSU,13.1,9.3,DSU,52.5,18.6,DSU,19.7,11.4,DSU,39.8,16.2,DSU,39.8,16.3,DSU,53.4,18.9,DSU,33.8,15.1,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,266.7,266.6,DSU,257.6,257.6,DSU,247.2,247.1,DSU,0.0,0.0,DSU,239.5,239.4,DSU,0.0,0.0,---,.,.,---,.,.
                 White,---,.,.,DSU,60.9,20.3,DSU,13.6,9.6,DSU,47.7,18.0,DSU,13.7,9.7,DSU,34.6,15.5,DSU,41.6,17.0,DSU,48.8,18.5,DSU,35.4,15.8,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,247.0,246.9,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,DSU,60.0,20.0,DSU,13.4,9.5,DSU,53.6,19.0,DSU,20.1,11.6,DSU,40.8,16.6,DSU,34.1,15.3,DSU,55.0,19.4,DSU,34.9,15.6,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,304.0,303.9,DSU,294.3,294.2,DSU,283.3,283.2,DSU,0.0,0.0,DSU,278.9,278.9,DSU,0.0,0.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,61.9,20.6,DSU,13.8,9.8,DSU,48.6,18.4,DSU,13.9,9.8,DSU,35.3,15.8,DSU,35.5,15.9,DSU,50.1,18.9,DSU,36.4,16.3,---,.,.,---,.,.
                 Female,---,.,.,DSU,53.9,24.1,DSU,21.6,15.3,DSU,65.1,26.6,DSU,32.7,18.9,DSU,55.0,24.6,DSU,44.2,22.1,DSU,67.0,27.3,DSU,45.2,22.6,---,.,.,---,.,.
                 Male,---,.,.,DSU,66.7,33.4,DSU,0.0,0.0,DSU,33.2,23.5,DSU,0.0,0.0,DSU,16.7,16.7,DSU,33.3,23.6,DSU,33.2,23.5,DSU,16.8,16.8,---,.,.,---,.,.
              STATE:South Carolina,---,.,.,64.6,64.6,11.6,70.1,70.1,12.0,72.6,72.6,12.1,43.7,43.7,9.3,60.6,60.6,10.9,55.7,55.7,10.3,56.1,56.1,10.2,54.2,54.2,9.9,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,95.8,30.3,DSU,114.7,33.1,DSU,65.2,24.6,DSU,64.4,24.3,DSU,82.0,27.3,DSU,118.6,32.9,DSU,89.1,28.2,DSU,70.3,24.9,---,.,.,---,.,.
                 White,---,.,.,56.2,56.2,12.3,58.2,58.2,12.4,75.3,75.3,14.0,DSU,38.4,9.9,55.2,55.2,11.8,DSU,39.3,9.8,47.8,47.8,10.7,50.6,50.6,10.8,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,475.1,474.9,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,287.4,287.3,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,62.8,62.8,11.5,70.5,70.5,12.1,73.1,73.1,12.2,44.0,44.0,9.4,59.0,59.0,10.8,56.2,56.2,10.4,56.6,56.6,10.3,54.7,54.7,10.0,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,96.1,30.4,DSU,115.2,33.3,DSU,65.5,24.8,DSU,64.7,24.5,DSU,82.4,27.5,DSU,119.2,33.1,DSU,89.6,28.3,DSU,70.7,25.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,53.8,53.8,12.0,58.5,58.5,12.5,75.8,75.8,14.1,DSU,38.6,10.0,53.1,53.1,11.6,DSU,39.7,9.9,48.2,48.2,10.8,51.1,51.1,10.9,---,.,.,---,.,.
                 Female,---,.,.,76.9,76.9,16.4,86.6,86.6,17.3,85.1,85.1,17.0,67.2,67.2,15.0,86.0,86.0,16.9,65.3,65.3,14.6,83.1,83.1,16.3,61.8,61.8,13.8,---,.,.,---,.,.
                 Male,---,.,.,DSU,46.4,15.5,DSU,45.7,15.2,DSU,54.5,16.4,DSU,9.7,6.9,DSU,23.9,10.7,DSU,42.0,14.0,DSU,18.0,9.0,DSU,43.5,13.8,---,.,.,---,.,.
              STATE:South Dakota,---,.,.,DSU,92.8,29.3,DSU,111.0,32.0,DSU,138.4,35.7,DSU,110.8,32.0,DSU,45.9,20.5,DSU,73.1,25.8,DSU,63.3,23.9,DSU,27.0,15.6,---,.,.,---,.,.
                 American Indian or Alaska Native,---,.,.,DSU,0.0,0.0,DSU,349.5,349.5,DSU,351.1,351.1,DSU,346.7,346.7,DSU,0.0,0.0,DSU,0.0,0.0,DSU,610.7,431.7,DSU,0.0,0.0,---,.,.,---,.,.
                 Asian or Pacific Islander,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                    Asian,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                    Native Hawaiian or Other Pacific Islander,---,.,.,DNC,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,DNA,.,.,---,.,.,---,.,.
                 Black or African American,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 White,---,.,.,DSU,95.2,30.1,DSU,104.8,31.6,DSU,133.1,35.6,DSU,104.7,31.6,DSU,47.4,21.2,DSU,75.5,26.7,DSU,46.8,20.9,DSU,27.9,16.1,---,.,.,---,.,.
                 Hispanic or Latino,---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
                 Not Hispanic or Latino,---,.,.,DSU,93.0,29.4,DSU,111.4,32.2,DSU,139.0,35.9,DSU,111.3,32.1,DSU,46.1,20.6,DSU,73.4,26.0,DSU,63.7,24.1,DSU,27.1,15.7,---,.,.,---,.,.
"                    Black or African American, not Hispanic/Latino",---,.,.,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,DSU,0.0,0.0,---,.,.,---,.,.
"                    White, not Hispanic or Latino",---,.,.,DSU,95.4,30.2,DSU,105.2,31.7,DSU,133.6,35.7,DSU,105.1,31.7,DSU,47.6,21.3,DSU,75.8,26.8,DSU,47.1,21.0,DSU,28.1,16.2,---,.,.,---,.,.
                 Female,---,.,.,DSU,144.1,48.0,DSU,144.0,48.0,DSU,176.1,53.1,DSU,160.6,50.8,DSU,47.8,27.6,DSU,110.8,41.9,DSU,62.7,31.3,DSU,47.2,27.2,---,.,.,---,.,.
                 Male,---,.,.,DSU,22.1,22.1,DSU,65.8,38.0,DSU,87.1,43.6,DSU,43.4,30.7,DSU,43.3,30.6,DSU,21.6,21.6,DSU,64.2,37.1,DSU,0.0,0.0,---,.,.,---,.,.
              STATE:Tennessee,---,.,.,57.3,57.3,9.1,62.6,62.6,9.4,43.5,43.5,7.8,70.9,70.9,9.9,64.7,64.7,9.4,31.2,31.2,6.5,49.3,49.3,8.1,40.3,40.3,7.2,---,.,.,---,.,.
